episode_id,episode_date,context_target_date,symbol,market_date,close,ret_1d_pct,ret_5d_pct,ret_20d_pct,ret_60d_pct,drawdown_60d_pct
yutinghao-2026-01-22,2026-01-22,2026-01-21,^TNX,2026-01-21,4.253,-0.98,1.97,2.46,6.56,-0.98
yutinghao-2026-01-22,2026-01-22,2026-01-21,^IRX,2026-01-21,3.588,0.45,0.79,1.87,-5.28,-5.4
yutinghao-2026-01-22,2026-01-22,2026-01-21,DX-Y.NYB,2026-01-21,98.76,0.12,-0.37,0.16,-0.18,-1.47
yutinghao-2026-01-22,2026-01-22,2026-01-21,TWD=X,2026-01-21,31.6823,0.42,0.21,0.57,2.75,0.0
yutinghao-2026-01-22,2026-01-22,2026-01-21,JPY=X,2026-01-21,158.162,-0.01,-0.64,0.31,3.33,-0.64
yutinghao-2026-01-22,2026-01-22,2026-01-21,CL=F,2026-01-21,60.62,0.46,-0.87,6.99,-1.89,-2.26
yutinghao-2026-01-22,2026-01-22,2026-01-21,BZ=F,2026-01-21,65.24,0.49,-0.35,7.89,-1.14,-1.92
yutinghao-2026-01-22,2026-01-22,2026-01-21,GC=F,2026-01-21,4831.7998,1.52,5.29,10.79,17.12,0.0
yutinghao-2026-01-22,2026-01-22,2026-01-21,HG=F,2026-01-21,5.7295,-0.75,-4.03,5.33,12.74,-4.68
yutinghao-2026-01-22,2026-01-22,2026-01-21,BTC-USD,2026-01-21,89376.9609,1.21,-6.44,0.73,5.59,-7.79
yutinghao-2026-01-23,2026-01-23,2026-01-22,^TWII,2026-01-22,31746.0801,1.6,3.04,12.14,13.59,-0.04
yutinghao-2026-01-23,2026-01-23,2026-01-22,2330.TW,2026-01-22,1754.2764,1.15,4.14,18.12,19.72,-0.85
yutinghao-2026-01-23,2026-01-23,2026-01-22,SPY,2026-01-22,687.1035,0.52,-0.2,0.61,2.03,-0.89
yutinghao-2026-01-23,2026-01-23,2026-01-22,QQQ,2026-01-22,619.9783,0.73,0.2,0.25,0.72,-2.24
yutinghao-2026-01-23,2026-01-23,2026-01-22,SOXX,2026-01-22,348.4553,0.15,5.05,14.75,18.02,0.0
yutinghao-2026-01-23,2026-01-23,2026-01-22,DIA,2026-01-22,491.8061,0.59,0.47,2.15,4.95,-0.41
yutinghao-2026-01-23,2026-01-23,2026-01-22,IWM,2026-01-22,269.3109,0.75,2.51,6.39,8.53,0.0
yutinghao-2026-01-23,2026-01-23,2026-01-22,NVDA,2026-01-22,184.83,0.83,0.93,0.63,-0.76,-10.72
yutinghao-2026-01-23,2026-01-23,2026-01-22,TSM,2026-01-22,326.4501,0.38,0.08,11.62,11.29,-4.39
yutinghao-2026-01-23,2026-01-23,2026-01-22,^VIX,2026-01-22,15.64,-7.46,-6.63,11.08,-4.46,-40.8
yutinghao-2026-01-23,2026-01-23,2026-01-22,^TNX,2026-01-22,4.249,-0.09,2.63,1.92,6.3,-1.07
yutinghao-2026-01-23,2026-01-23,2026-01-22,^IRX,2026-01-22,3.588,0.0,0.79,1.7,-4.65,-5.4
yutinghao-2026-01-23,2026-01-23,2026-01-22,DX-Y.NYB,2026-01-22,98.36,-0.41,-0.78,0.07,-0.6,-1.87
yutinghao-2026-01-23,2026-01-23,2026-01-22,TWD=X,2026-01-22,31.64,-0.13,0.41,0.34,3.39,-0.13
yutinghao-2026-01-23,2026-01-23,2026-01-22,JPY=X,2026-01-22,158.456,0.19,0.03,1.01,3.77,-0.45
yutinghao-2026-01-23,2026-01-23,2026-01-22,CL=F,2026-01-22,59.36,-2.08,-4.29,2.33,-3.48,-4.29
yutinghao-2026-01-23,2026-01-23,2026-01-22,BZ=F,2026-01-22,64.06,-1.81,-3.7,3.21,-2.85,-3.7
yutinghao-2026-01-23,2026-01-23,2026-01-22,GC=F,2026-01-22,4908.7998,1.59,6.11,10.44,19.19,0.0
yutinghao-2026-01-23,2026-01-23,2026-01-22,HG=F,2026-01-22,5.7425,0.23,-4.44,5.61,12.74,-4.46
yutinghao-2026-01-23,2026-01-23,2026-01-22,BTC-USD,2026-01-22,89462.4531,0.1,-5.93,-0.54,3.06,-7.7
yutinghao-2026-01-26,2026-01-26,2026-01-25,^TWII,2026-01-23,31961.5098,0.68,1.76,12.65,12.96,0.0
yutinghao-2026-01-26,2026-01-26,2026-01-25,2330.TW,2026-01-23,1764.2439,0.57,1.72,18.39,18.0,-0.28
yutinghao-2026-01-26,2026-01-26,2026-01-25,SPY,2026-01-23,687.3528,0.04,-0.43,0.18,0.88,-0.85
yutinghao-2026-01-26,2026-01-26,2026-01-25,QQQ,2026-01-23,621.9358,0.32,0.15,0.1,-0.73,-1.93
yutinghao-2026-01-26,2026-01-26,2026-01-25,SOXX,2026-01-23,344.4977,-1.14,2.22,13.03,13.53,-1.14
yutinghao-2026-01-26,2026-01-26,2026-01-25,DIA,2026-01-23,489.0566,-0.56,-0.68,1.42,3.67,-0.97
yutinghao-2026-01-26,2026-01-26,2026-01-25,IWM,2026-01-23,264.3398,-1.85,-0.26,5.05,6.15,-1.85
yutinghao-2026-01-26,2026-01-26,2026-01-25,NVDA,2026-01-23,187.6598,1.53,0.33,-0.81,-1.99,-9.35
yutinghao-2026-01-26,2026-01-26,2026-01-25,TSM,2026-01-23,333.929,2.29,-1.98,12.77,12.58,-2.2
yutinghao-2026-01-26,2026-01-26,2026-01-25,^VIX,2026-01-23,16.09,2.88,1.58,14.93,1.9,-39.1
yutinghao-2026-01-26,2026-01-26,2026-01-25,^TNX,2026-01-23,4.239,-0.24,1.9,1.68,6.05,-1.3
yutinghao-2026-01-26,2026-01-26,2026-01-25,^IRX,2026-01-23,3.582,-0.17,0.48,0.99,-3.66,-5.56
yutinghao-2026-01-26,2026-01-26,2026-01-25,DX-Y.NYB,2026-01-23,97.6,-0.77,-1.73,-0.35,-1.19,-2.62
yutinghao-2026-01-26,2026-01-26,2026-01-25,TWD=X,2026-01-23,31.584,-0.18,0.06,0.3,3.41,-0.31
yutinghao-2026-01-26,2026-01-26,2026-01-25,JPY=X,2026-01-23,158.501,0.03,-0.06,1.49,4.46,-0.43
yutinghao-2026-01-26,2026-01-26,2026-01-25,CL=F,2026-01-23,61.07,2.88,3.18,4.61,-0.39,-1.53
yutinghao-2026-01-26,2026-01-26,2026-01-25,BZ=F,2026-01-23,65.88,2.84,3.32,5.61,0.4,-0.96
yutinghao-2026-01-26,2026-01-26,2026-01-25,GC=F,2026-01-23,4976.2002,1.37,7.8,11.01,24.35,0.0
yutinghao-2026-01-26,2026-01-26,2026-01-25,HG=F,2026-01-23,5.911,2.93,-0.62,7.94,14.99,-1.66
yutinghao-2026-01-26,2026-01-26,2026-01-25,BTC-USD,2026-01-25,86572.2188,-2.85,-1.97,-7.79,-4.36,-10.69
yutinghao-2026-01-27,2026-01-27,2026-01-26,^TWII,2026-01-26,32064.5195,0.32,1.34,12.29,13.35,0.0
yutinghao-2026-01-27,2026-01-27,2026-01-26,2330.TW,2026-01-26,1749.2927,-0.85,-0.28,16.23,17.0,-1.13
yutinghao-2026-01-27,2026-01-27,2026-01-26,SPY,2026-01-26,690.8433,0.51,0.15,0.34,1.12,-0.35
yutinghao-2026-01-27,2026-01-27,2026-01-26,QQQ,2026-01-26,624.6724,0.44,0.68,0.25,-1.05,-1.49
yutinghao-2026-01-27,2026-01-27,2026-01-26,SOXX,2026-01-26,342.8588,-0.48,0.18,12.06,12.85,-1.61
yutinghao-2026-01-27,2026-01-27,2026-01-26,DIA,2026-01-26,492.1747,0.64,0.13,1.48,3.94,-0.33
yutinghao-2026-01-27,2026-01-27,2026-01-26,IWM,2026-01-26,263.5113,-0.31,-0.67,4.46,6.39,-2.15
yutinghao-2026-01-27,2026-01-27,2026-01-26,NVDA,2026-01-26,186.4599,-0.64,0.13,-1.13,-7.24,-9.93
yutinghao-2026-01-27,2026-01-27,2026-01-26,TSM,2026-01-26,331.7751,-0.65,-2.83,11.35,10.64,-2.83
yutinghao-2026-01-27,2026-01-27,2026-01-26,^VIX,2026-01-26,16.15,0.37,1.83,19.9,-1.64,-38.87
yutinghao-2026-01-27,2026-01-27,2026-01-26,^TNX,2026-01-26,4.213,-0.61,-0.43,1.86,5.77,-1.91
yutinghao-2026-01-27,2026-01-27,2026-01-26,^IRX,2026-01-26,3.575,-0.2,0.51,0.56,-3.9,-5.75
yutinghao-2026-01-27,2026-01-27,2026-01-26,DX-Y.NYB,2026-01-26,97.04,-0.57,-2.36,-0.96,-1.67,-3.18
yutinghao-2026-01-27,2026-01-27,2026-01-26,TWD=X,2026-01-26,31.3708,-0.68,-0.75,-0.63,2.3,-0.98
yutinghao-2026-01-27,2026-01-27,2026-01-26,JPY=X,2026-01-26,155.166,-2.1,-1.5,-0.59,1.6,-2.52
yutinghao-2026-01-27,2026-01-27,2026-01-26,CL=F,2026-01-26,60.63,-0.72,2.0,3.91,0.8,-2.24
yutinghao-2026-01-27,2026-01-27,2026-01-26,BZ=F,2026-01-26,65.59,-0.44,2.28,5.38,1.85,-1.4
yutinghao-2026-01-27,2026-01-27,2026-01-26,GC=F,2026-01-26,5079.7002,2.08,10.71,13.37,28.07,0.0
yutinghao-2026-01-27,2026-01-27,2026-01-26,HG=F,2026-01-26,5.984,1.23,3.38,8.83,16.41,-0.44
yutinghao-2026-01-27,2026-01-27,2026-01-26,BTC-USD,2026-01-26,88267.1406,1.96,-1.24,-5.83,-3.31,-8.94
yutinghao-2026-01-28,2026-01-28,2026-01-27,^TWII,2026-01-27,32317.9199,0.79,1.76,12.17,14.47,0.0
yutinghao-2026-01-28,2026-01-28,2026-01-27,2330.TW,2026-01-27,1774.2114,1.42,0.28,16.34,19.06,0.0
yutinghao-2026-01-28,2026-01-28,2026-01-27,SPY,2026-01-27,693.5958,0.4,2.64,0.75,1.48,0.0
yutinghao-2026-01-28,2026-01-28,2026-01-27,QQQ,2026-01-27,630.3352,0.91,3.79,1.16,-0.6,-0.02
yutinghao-2026-01-28,2026-01-28,2026-01-27,SOXX,2026-01-27,350.8638,2.33,4.07,14.72,13.56,0.0
yutinghao-2026-01-28,2026-01-28,2026-01-27,DIA,2026-01-27,488.1899,-0.81,1.07,0.66,3.26,-1.14
yutinghao-2026-01-28,2026-01-28,2026-01-27,IWM,2026-01-27,264.2599,0.28,0.82,5.29,7.61,-1.88
yutinghao-2026-01-28,2026-01-28,2026-01-27,NVDA,2026-01-27,188.5098,1.1,5.87,-1.05,-8.94,-8.87
yutinghao-2026-01-28,2026-01-28,2026-01-27,TSM,2026-01-27,337.3893,1.69,3.42,11.72,11.2,-1.19
yutinghao-2026-01-28,2026-01-28,2026-01-27,^VIX,2026-01-27,16.35,1.24,-18.62,20.22,-3.37,-38.12
yutinghao-2026-01-28,2026-01-28,2026-01-27,^TNX,2026-01-27,4.223,0.24,-1.68,2.1,4.07,-1.68
yutinghao-2026-01-28,2026-01-28,2026-01-27,^IRX,2026-01-27,3.57,-0.14,-0.06,0.76,-4.29,-5.88
yutinghao-2026-01-28,2026-01-28,2026-01-27,DX-Y.NYB,2026-01-27,96.22,-0.85,-2.45,-1.84,-3.02,-4.0
yutinghao-2026-01-28,2026-01-28,2026-01-27,TWD=X,2026-01-27,31.4405,0.22,-0.34,0.19,2.31,-0.76
yutinghao-2026-01-28,2026-01-28,2026-01-27,JPY=X,2026-01-27,154.336,-0.53,-2.43,-1.36,0.28,-3.04
yutinghao-2026-01-28,2026-01-28,2026-01-27,CL=F,2026-01-27,62.39,2.9,3.4,9.96,3.16,0.0
yutinghao-2026-01-28,2026-01-28,2026-01-27,BZ=F,2026-01-27,67.57,3.02,4.08,11.43,4.08,0.0
yutinghao-2026-01-28,2026-01-28,2026-01-27,GC=F,2026-01-27,5079.8999,0.0,6.73,12.16,27.52,0.0
yutinghao-2026-01-28,2026-01-28,2026-01-27,HG=F,2026-01-27,5.8285,-2.6,0.96,1.08,11.37,-3.03
yutinghao-2026-01-28,2026-01-28,2026-01-27,BTC-USD,2026-01-27,89102.5703,0.95,-0.4,-2.42,-2.0,-8.07
yutinghao-2026-01-29,2026-01-29,2026-01-28,^TWII,2026-01-28,32803.8203,1.5,4.98,14.27,15.77,0.0
yutinghao-2026-01-29,2026-01-29,2026-01-28,2330.TW,2026-01-28,1814.0813,2.25,4.6,19.74,20.93,0.0
yutinghao-2026-01-29,2026-01-29,2026-01-28,SPY,2026-01-28,693.5259,-0.01,1.46,1.1,2.6,-0.01
yutinghao-2026-01-29,2026-01-29,2026-01-28,QQQ,2026-01-28,632.4225,0.33,2.75,1.99,1.28,0.0
yutinghao-2026-01-29,2026-01-29,2026-01-28,SOXX,2026-01-28,360.238,2.67,3.54,18.06,18.2,0.0
yutinghao-2026-01-29,2026-01-29,2026-01-28,DIA,2026-01-28,488.2597,0.01,-0.14,1.18,3.58,-1.13
yutinghao-2026-01-29,2026-01-29,2026-01-28,IWM,2026-01-28,262.8325,-0.54,-1.68,5.37,7.9,-2.41
yutinghao-2026-01-29,2026-01-29,2026-01-28,NVDA,2026-01-28,191.5096,1.59,4.47,1.75,-5.6,-7.42
yutinghao-2026-01-29,2026-01-29,2026-01-28,TSM,2026-01-28,341.3382,1.17,4.96,13.75,13.19,-0.03
yutinghao-2026-01-29,2026-01-29,2026-01-28,^VIX,2026-01-28,16.35,0.0,-3.25,15.14,-3.31,-38.12
yutinghao-2026-01-29,2026-01-29,2026-01-28,^TNX,2026-01-28,4.251,0.66,-0.05,3.28,3.86,-1.02
yutinghao-2026-01-29,2026-01-29,2026-01-28,^IRX,2026-01-28,3.582,0.34,-0.17,1.24,-4.66,-5.56
yutinghao-2026-01-29,2026-01-29,2026-01-28,DX-Y.NYB,2026-01-28,96.45,0.24,-2.34,-1.62,-3.09,-3.77
yutinghao-2026-01-29,2026-01-29,2026-01-28,TWD=X,2026-01-28,31.1103,-1.05,-1.81,-0.66,1.07,-1.81
yutinghao-2026-01-29,2026-01-29,2026-01-28,JPY=X,2026-01-28,152.453,-1.22,-3.61,-2.28,-1.13,-4.23
yutinghao-2026-01-29,2026-01-29,2026-01-28,CL=F,2026-01-28,63.21,1.31,4.27,8.83,4.36,0.0
yutinghao-2026-01-29,2026-01-29,2026-01-28,BZ=F,2026-01-28,68.4,1.23,4.84,10.43,5.23,0.0
yutinghao-2026-01-29,2026-01-29,2026-01-28,GC=F,2026-01-28,5301.6001,4.36,9.72,22.58,32.5,0.0
yutinghao-2026-01-29,2026-01-29,2026-01-28,HG=F,2026-01-28,5.8925,1.1,2.84,7.32,16.04,-1.96
yutinghao-2026-01-29,2026-01-29,2026-01-28,BTC-USD,2026-01-28,89184.5703,0.09,-0.36,-2.02,-1.84,-7.99
yutinghao-2026-01-30,2026-01-30,2026-01-29,^TWII,2026-01-29,32536.2695,-0.82,2.49,12.34,15.72,-0.82
yutinghao-2026-01-30,2026-01-30,2026-01-29,2330.TW,2026-01-29,1799.1301,-0.82,2.56,16.45,20.33,-0.82
yutinghao-2026-01-30,2026-01-30,2026-01-29,SPY,2026-01-29,692.1497,-0.2,0.73,1.02,2.06,-0.21
yutinghao-2026-01-30,2026-01-30,2026-01-29,QQQ,2026-01-29,628.6373,-0.6,1.4,1.61,0.19,-0.6
yutinghao-2026-01-30,2026-01-30,2026-01-29,SOXX,2026-01-29,360.9077,0.19,3.57,18.43,17.98,0.0
yutinghao-2026-01-30,2026-01-30,2026-01-29,DIA,2026-01-29,488.3394,0.02,-0.7,1.41,3.45,-1.11
yutinghao-2026-01-30,2026-01-30,2026-01-29,IWM,2026-01-29,262.9023,0.03,-2.38,6.18,7.32,-2.38
yutinghao-2026-01-30,2026-01-30,2026-01-29,NVDA,2026-01-29,192.4996,0.52,4.15,2.65,-4.92,-6.94
yutinghao-2026-01-30,2026-01-30,2026-01-29,TSM,2026-01-29,338.5959,-0.8,3.72,13.34,13.33,-0.83
yutinghao-2026-01-30,2026-01-30,2026-01-29,^VIX,2026-01-29,16.88,3.24,7.93,17.79,-3.21,-36.11
yutinghao-2026-01-30,2026-01-30,2026-01-29,^TNX,2026-01-29,4.227,-0.56,-0.52,2.35,3.07,-1.58
yutinghao-2026-01-30,2026-01-30,2026-01-29,^IRX,2026-01-29,3.58,-0.06,-0.22,1.13,-3.71,-5.62
yutinghao-2026-01-30,2026-01-30,2026-01-29,DX-Y.NYB,2026-01-29,96.28,-0.18,-2.11,-2.0,-3.53,-3.94
yutinghao-2026-01-30,2026-01-30,2026-01-29,TWD=X,2026-01-29,31.2696,0.51,-1.17,0.08,1.19,-1.3
yutinghao-2026-01-30,2026-01-30,2026-01-29,JPY=X,2026-01-29,153.096,0.42,-3.38,-2.12,-0.72,-3.82
yutinghao-2026-01-30,2026-01-30,2026-01-29,CL=F,2026-01-29,65.42,3.5,10.21,12.89,7.28,0.0
yutinghao-2026-01-30,2026-01-30,2026-01-29,BZ=F,2026-01-29,70.71,3.38,10.38,14.2,8.67,0.0
yutinghao-2026-01-30,2026-01-30,2026-01-29,GC=F,2026-01-29,5318.3999,0.32,8.34,21.7,33.55,0.0
yutinghao-2026-01-30,2026-01-30,2026-01-29,HG=F,2026-01-29,6.1755,4.8,7.54,7.82,21.91,0.0
yutinghao-2026-01-30,2026-01-30,2026-01-29,BTC-USD,2026-01-29,84561.5859,-5.18,-5.11,-6.58,-6.45,-12.76
yutinghao-2026-02-02,2026-02-02,2026-02-01,^TWII,2026-01-30,32063.75,-1.45,0.32,9.25,15.68,-2.26
yutinghao-2026-02-02,2026-02-02,2026-02-01,2330.TW,2026-01-30,1769.2277,-1.66,0.28,11.99,21.98,-2.47
yutinghao-2026-02-02,2026-02-02,2026-02-01,SPY,2026-01-30,690.0853,-0.3,0.4,1.47,1.56,-0.51
yutinghao-2026-02-02,2026-02-02,2026-02-01,QQQ,2026-01-30,621.0869,-1.2,-0.14,1.23,-1.49,-1.79
yutinghao-2026-02-02,2026-02-02,2026-02-01,SOXX,2026-01-30,346.0868,-4.11,0.46,14.99,12.46,-4.11
yutinghao-2026-02-02,2026-02-02,2026-02-01,DIA,2026-01-30,487.1639,-0.24,-0.39,1.8,3.68,-1.35
yutinghao-2026-02-02,2026-02-02,2026-02-01,IWM,2026-01-30,259.1889,-1.41,-1.95,5.48,6.14,-3.76
yutinghao-2026-02-02,2026-02-02,2026-02-01,NVDA,2026-01-30,191.1197,-0.72,1.84,2.48,-7.61,-3.97
yutinghao-2026-02-02,2026-02-02,2026-02-01,TSM,2026-01-30,329.6312,-2.65,-1.29,8.78,8.72,-3.46
yutinghao-2026-02-02,2026-02-02,2026-02-01,^VIX,2026-01-30,17.44,3.32,8.39,16.66,1.57,-33.99
yutinghao-2026-02-02,2026-02-02,2026-02-01,^TNX,2026-01-30,4.241,0.33,0.05,1.87,3.29,-1.26
yutinghao-2026-02-02,2026-02-02,2026-02-01,^IRX,2026-01-30,3.572,-0.22,-0.28,0.7,-5.58,-5.83
yutinghao-2026-02-02,2026-02-02,2026-02-01,DX-Y.NYB,2026-01-30,96.99,0.74,-0.63,-1.31,-2.88,-3.23
yutinghao-2026-02-02,2026-02-02,2026-02-01,TWD=X,2026-01-30,31.3617,0.29,-0.7,0.19,1.43,-1.01
yutinghao-2026-02-02,2026-02-02,2026-02-01,JPY=X,2026-01-30,153.162,0.04,-3.37,-2.28,-0.26,-3.78
yutinghao-2026-02-02,2026-02-02,2026-02-01,CL=F,2026-01-30,65.21,-0.32,6.78,13.57,6.81,-0.32
yutinghao-2026-02-02,2026-02-02,2026-02-01,BZ=F,2026-01-30,70.69,-0.03,7.3,16.17,8.94,-0.03
yutinghao-2026-02-02,2026-02-02,2026-02-01,GC=F,2026-01-30,4713.8999,-11.37,-5.27,8.98,17.84,-11.37
yutinghao-2026-02-02,2026-02-02,2026-02-01,HG=F,2026-01-30,5.897,-4.51,-0.24,4.74,16.84,-4.51
yutinghao-2026-02-02,2026-02-02,2026-02-01,BTC-USD,2026-02-01,76974.4453,-2.09,-13.61,-15.59,-17.7,-20.59
yutinghao-2026-02-03,2026-02-03,2026-02-02,^TWII,2026-02-02,31624.0293,-1.37,-1.37,5.05,13.35,-3.6
yutinghao-2026-02-03,2026-02-03,2026-02-02,2330.TW,2026-02-02,1759.2601,-0.56,0.57,5.69,20.88,-3.02
yutinghao-2026-02-03,2026-02-03,2026-02-02,SPY,2026-02-02,693.516,0.5,0.39,1.79,3.29,-0.01
yutinghao-2026-02-03,2026-02-03,2026-02-02,QQQ,2026-02-02,625.3515,0.69,0.11,2.12,1.24,-1.12
yutinghao-2026-02-03,2026-02-03,2026-02-02,SOXX,2026-02-02,352.4728,1.85,2.8,12.43,19.22,-2.34
yutinghao-2026-02-03,2026-02-03,2026-02-02,DIA,2026-02-02,492.1448,1.02,-0.01,2.19,5.31,-0.34
yutinghao-2026-02-03,2026-02-03,2026-02-02,IWM,2026-02-02,261.7144,0.97,-0.68,5.39,9.06,-2.82
yutinghao-2026-02-03,2026-02-03,2026-02-02,NVDA,2026-02-02,185.6,-2.89,-0.46,-1.72,-6.58,-6.75
yutinghao-2026-02-03,2026-02-03,2026-02-02,TSM,2026-02-02,340.4008,3.27,2.6,6.81,16.4,-0.3
yutinghao-2026-02-03,2026-02-03,2026-02-02,^VIX,2026-02-02,16.34,-6.31,1.18,12.61,-14.0,-38.15
yutinghao-2026-02-03,2026-02-03,2026-02-02,^TNX,2026-02-02,4.275,0.8,1.47,2.1,4.55,-0.47
yutinghao-2026-02-03,2026-02-03,2026-02-02,^IRX,2026-02-02,3.578,0.17,0.08,1.27,-5.67,-5.67
yutinghao-2026-02-03,2026-02-03,2026-02-02,DX-Y.NYB,2026-02-02,97.61,0.64,0.59,-0.82,-2.6,-2.61
yutinghao-2026-02-03,2026-02-03,2026-02-02,TWD=X,2026-02-02,31.583,0.71,0.68,0.72,2.23,-0.31
yutinghao-2026-02-03,2026-02-03,2026-02-02,JPY=X,2026-02-02,155.202,1.33,0.02,-1.14,0.73,-2.5
yutinghao-2026-02-03,2026-02-03,2026-02-02,CL=F,2026-02-02,62.14,-4.71,2.49,8.41,2.61,-5.01
yutinghao-2026-02-03,2026-02-03,2026-02-02,BZ=F,2026-02-02,66.3,-6.21,1.08,9.14,2.89,-6.24
yutinghao-2026-02-03,2026-02-03,2026-02-02,GC=F,2026-02-02,4622.5,-1.94,-9.0,7.14,17.09,-13.08
yutinghao-2026-02-03,2026-02-03,2026-02-02,HG=F,2026-02-02,5.8015,-1.62,-3.05,2.86,17.77,-6.06
yutinghao-2026-02-03,2026-02-03,2026-02-02,BTC-USD,2026-02-02,78688.7656,2.23,-11.77,-17.45,-14.6,-18.82
yutinghao-2026-02-04,2026-02-04,2026-02-03,^TWII,2026-02-03,32195.3594,1.81,-0.38,5.3,16.43,-1.85
yutinghao-2026-02-04,2026-02-04,2026-02-03,2330.TW,2026-02-03,1794.1464,1.98,1.12,5.57,23.7,-1.1
yutinghao-2026-02-04,2026-02-04,2026-02-03,SPY,2026-02-03,687.652,-0.85,-0.86,0.26,2.06,-0.86
yutinghao-2026-02-04,2026-02-04,2026-02-03,QQQ,2026-02-03,615.7436,-1.54,-2.31,-0.24,-0.96,-2.64
yutinghao-2026-02-04,2026-02-04,2026-02-03,SOXX,2026-02-03,345.4272,-2.0,-1.55,8.67,13.32,-4.29
yutinghao-2026-02-04,2026-02-04,2026-02-03,DIA,2026-02-03,490.4314,-0.35,0.46,0.56,4.45,-0.69
yutinghao-2026-02-04,2026-02-04,2026-02-03,IWM,2026-02-03,262.3134,0.23,-0.74,3.98,7.76,-2.6
yutinghao-2026-02-04,2026-02-04,2026-02-03,NVDA,2026-02-03,180.3302,-2.84,-4.34,-4.14,-7.61,-9.39
yutinghao-2026-02-04,2026-02-04,2026-02-03,TSM,2026-02-03,334.8066,-1.64,-0.77,4.19,14.65,-1.94
yutinghao-2026-02-04,2026-02-04,2026-02-03,^VIX,2026-02-03,18.0,10.16,10.09,20.81,-0.06,-31.87
yutinghao-2026-02-04,2026-02-04,2026-02-03,^TNX,2026-02-03,4.274,-0.02,1.21,2.62,2.81,-0.49
yutinghao-2026-02-04,2026-02-04,2026-02-03,^IRX,2026-02-03,3.59,0.34,0.56,2.13,-5.23,-5.35
yutinghao-2026-02-04,2026-02-04,2026-02-03,DX-Y.NYB,2026-02-03,97.44,-0.17,1.27,-0.84,-2.75,-2.78
yutinghao-2026-02-04,2026-02-04,2026-02-03,TWD=X,2026-02-03,31.5771,-0.02,0.43,0.33,1.93,-0.33
yutinghao-2026-02-04,2026-02-04,2026-02-03,JPY=X,2026-02-03,155.443,0.16,0.72,-0.76,1.63,-2.35
yutinghao-2026-02-04,2026-02-04,2026-02-03,CL=F,2026-02-03,63.21,1.72,1.31,8.38,6.06,-3.38
yutinghao-2026-02-04,2026-02-04,2026-02-03,BZ=F,2026-02-03,67.33,1.55,-0.36,9.02,6.0,-4.78
yutinghao-2026-02-04,2026-02-04,2026-02-03,GC=F,2026-02-03,4903.7002,6.08,-3.47,10.52,23.2,-7.8
yutinghao-2026-02-04,2026-02-04,2026-02-03,HG=F,2026-02-03,6.0625,4.5,4.01,2.33,22.15,-1.83
yutinghao-2026-02-04,2026-02-04,2026-02-03,BTC-USD,2026-02-03,75633.5469,-3.88,-10.56,-21.97,-15.39,-21.97
yutinghao-2026-02-05,2026-02-05,2026-02-04,^TWII,2026-02-04,32289.8105,0.29,-1.57,6.09,15.86,-1.57
yutinghao-2026-02-05,2026-02-05,2026-02-04,2330.TW,2026-02-04,1779.1951,-0.83,-1.92,6.57,21.42,-1.92
yutinghao-2026-02-05,2026-02-05,2026-02-04,SPY,2026-02-04,684.3211,-0.48,-1.33,-0.81,2.67,-1.34
yutinghao-2026-02-05,2026-02-05,2026-02-04,QQQ,2026-02-04,604.9872,-1.75,-4.34,-2.83,-0.84,-4.34
yutinghao-2026-02-05,2026-02-05,2026-02-04,SOXX,2026-02-04,330.1766,-4.42,-8.34,0.62,11.21,-8.51
yutinghao-2026-02-05,2026-02-05,2026-02-04,DIA,2026-02-04,492.8621,0.5,0.94,0.06,5.83,-0.2
yutinghao-2026-02-05,2026-02-05,2026-02-04,IWM,2026-02-04,260.0574,-0.86,-1.06,1.73,8.76,-3.44
yutinghao-2026-02-05,2026-02-05,2026-02-04,NVDA,2026-02-04,174.1806,-3.41,-9.05,-6.97,-7.38,-12.48
yutinghao-2026-02-05,2026-02-05,2026-02-04,TSM,2026-02-04,324.8247,-2.98,-4.84,-0.52,12.92,-4.87
yutinghao-2026-02-05,2026-02-05,2026-02-04,^VIX,2026-02-04,18.64,3.56,14.01,26.37,-4.41,-29.45
yutinghao-2026-02-05,2026-02-05,2026-02-04,^TNX,2026-02-04,4.275,0.02,0.56,2.3,4.45,-0.47
yutinghao-2026-02-05,2026-02-05,2026-02-04,^IRX,2026-02-04,3.595,0.14,0.36,2.13,-4.46,-5.22
yutinghao-2026-02-05,2026-02-05,2026-02-04,DX-Y.NYB,2026-02-04,97.62,0.18,1.21,-0.97,-2.12,-2.6
yutinghao-2026-02-05,2026-02-05,2026-02-04,TWD=X,2026-02-04,31.5732,-0.01,1.49,0.26,1.96,-0.34
yutinghao-2026-02-05,2026-02-05,2026-02-04,JPY=X,2026-02-04,155.799,0.23,2.19,-0.56,1.29,-2.12
yutinghao-2026-02-05,2026-02-05,2026-02-04,CL=F,2026-02-04,65.14,3.05,3.05,14.02,9.61,-0.43
yutinghao-2026-02-05,2026-02-05,2026-02-04,BZ=F,2026-02-04,69.46,3.16,1.55,14.43,9.59,-1.77
yutinghao-2026-02-05,2026-02-05,2026-02-04,GC=F,2026-02-04,4920.3999,0.34,-7.19,9.78,23.63,-7.48
yutinghao-2026-02-05,2026-02-05,2026-02-04,HG=F,2026-02-04,5.826,-3.9,-1.13,-3.07,17.8,-5.66
