theme_id,label,lookback_days,horizon_days,obs,first_date,last_date,leader_count,follower_count,pearson_ic,spearman_ic,base_avg_future_pct,top_quintile_avg_future_pct,top_minus_base_pct,avg_lag_gap_pct,event_count,event_avg_after_cost_pct,event_median_after_cost_pct,event_hit_rate,event_threshold_leader_pct,event_threshold_gap_pct,round_trip_cost_pct
optical_800g_cpo,光通訊/800G/CPO,20,5,4573,2008-01-29,2026-05-15,8,6,0.060145,0.084338,1.132262,3.527135,2.394872,-0.814542,828,1.777151,0.664323,0.578502,5.000000,5.000000,0.300000
passive_components,被動元件/MLCC/電阻電容,5,10,5009,2006-05-29,2026-05-08,4,7,0.103003,0.094168,0.895042,2.019795,1.124752,-0.052841,183,1.776144,1.075875,0.568306,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,20,20,5049,2006-06-20,2026-04-23,6,9,0.008751,0.001560,2.349321,2.372231,0.022911,-0.929588,414,1.616144,0.712104,0.536232,5.000000,5.000000,0.300000
passive_components,被動元件/MLCC/電阻電容,10,10,5004,2006-06-06,2026-05-08,4,7,0.123507,0.101539,0.907389,2.260281,1.352892,-0.081782,396,1.552899,1.067164,0.550505,5.000000,5.000000,0.300000
memory_hbm,記憶體/HBM/儲存,5,10,5166,2006-05-29,2026-05-08,4,10,0.112288,0.120152,1.134906,2.657032,1.522126,0.052538,244,1.549603,1.497804,0.565574,5.000000,5.000000,0.300000
defense_aerospace,軍工/航太/造船,5,20,5163,2006-05-29,2026-04-23,7,7,0.035869,0.019932,1.361715,1.589578,0.227863,0.086898,57,1.515201,1.156340,0.701754,5.000000,5.000000,0.300000
power_grid_transformer,重電/變壓器/電網,10,10,5011,2006-06-05,2026-05-08,8,7,0.060085,0.059270,0.899768,1.377113,0.477345,-0.002331,386,1.500919,1.707196,0.639896,5.000000,5.000000,0.300000
memory_hbm,記憶體/HBM/儲存,40,10,5129,2006-07-19,2026-05-08,4,10,0.128310,0.111281,1.143642,2.957401,1.813760,0.260280,1020,1.438129,0.589272,0.559804,5.000000,5.000000,0.300000
ai_server_power_thermal,AI伺服器/電源/散熱,5,10,5007,2006-05-29,2026-05-08,6,8,0.095898,0.080334,0.992182,1.754006,0.761825,0.284756,358,1.420829,1.353513,0.634078,5.000000,5.000000,0.300000
defense_aerospace,軍工/航太/造船,20,20,5147,2006-06-19,2026-04-23,7,7,0.054614,0.023949,1.329323,1.610998,0.281675,0.364260,458,1.390025,1.911879,0.648472,5.000000,5.000000,0.300000
power_grid_transformer,重電/變壓器/電網,20,20,4991,2006-06-19,2026-04-23,8,7,0.012354,0.039114,1.763251,2.076401,0.313150,-0.057085,753,1.372867,1.730829,0.648074,5.000000,5.000000,0.300000
memory_hbm,記憶體/HBM/儲存,20,5,5155,2006-06-20,2026-05-15,4,10,0.157703,0.131715,0.569981,1.819625,1.249645,0.170828,776,1.370694,0.721552,0.570876,5.000000,5.000000,0.300000
passive_components,被動元件/MLCC/電阻電容,20,20,4984,2006-06-20,2026-04-23,4,7,0.092573,0.090978,1.770143,3.507016,1.736874,-0.159108,686,1.364083,0.654930,0.534985,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,10,10,5070,2006-06-05,2026-05-08,6,9,0.076374,0.086159,1.080934,1.610011,0.529077,-0.411359,170,1.328444,1.176161,0.600000,5.000000,5.000000,0.300000
pcb_abf_ccl,PCB/ABF/CCL,10,10,5008,2006-06-05,2026-05-08,4,9,0.083312,0.071858,0.989475,2.209721,1.220246,0.295864,445,1.309784,0.668788,0.541573,5.000000,5.000000,0.300000
copper_industrial_metals,銅/工業金屬/線纜,40,10,5142,2006-07-17,2026-05-08,6,8,0.087324,0.068351,0.675257,1.304423,0.629167,0.681440,1312,1.292461,1.171393,0.618140,5.000000,5.000000,0.300000
ai_server_power_thermal,AI伺服器/電源/散熱,10,10,5002,2006-06-06,2026-05-08,6,8,0.117921,0.112034,0.999939,2.070449,1.070509,0.539783,706,1.291829,1.247927,0.616147,5.000000,5.000000,0.300000
power_grid_transformer,重電/變壓器/電網,5,10,5016,2006-05-29,2026-05-08,8,7,0.047861,0.050700,0.895180,1.237155,0.341975,-0.018623,156,1.278808,1.675956,0.589744,5.000000,5.000000,0.300000
pcb_abf_ccl,PCB/ABF/CCL,40,10,4978,2006-07-17,2026-05-08,4,9,0.116834,0.045051,0.996838,2.194426,1.197588,1.356133,1334,1.243720,0.983827,0.580210,5.000000,5.000000,0.300000
passive_components,被動元件/MLCC/電阻電容,5,5,5014,2006-05-29,2026-05-15,4,7,0.111220,0.086198,0.450820,1.282833,0.832013,-0.055345,183,1.222447,0.785938,0.584699,5.000000,5.000000,0.300000
ai_server_power_thermal,AI伺服器/電源/散熱,20,10,4992,2006-06-20,2026-05-08,6,8,0.133035,0.113018,0.997876,2.047032,1.049156,1.117358,1088,1.198614,1.074179,0.615809,5.000000,5.000000,0.300000
pcb_abf_ccl,PCB/ABF/CCL,5,10,5013,2006-05-29,2026-05-08,4,9,0.061502,0.057094,0.976307,1.858329,0.882023,0.151475,238,1.180309,0.686091,0.563025,5.000000,5.000000,0.300000
ai_server_power_thermal,AI伺服器/電源/散熱,40,10,4972,2006-07-18,2026-05-08,6,8,0.138855,0.113354,0.994081,2.300126,1.306045,2.386333,1511,1.179651,1.090648,0.620781,5.000000,5.000000,0.300000
copper_industrial_metals,銅/工業金屬/線纜,5,10,5177,2006-05-29,2026-05-08,6,8,0.059878,0.066853,0.670685,1.239805,0.569120,0.102244,268,1.122261,1.190005,0.597015,5.000000,5.000000,0.300000
defense_aerospace,軍工/航太/造船,10,10,5168,2006-06-05,2026-05-08,7,7,0.065813,0.014707,0.675985,1.060876,0.384891,0.156698,198,1.073880,0.879172,0.580808,5.000000,5.000000,0.300000
power_grid_transformer,重電/變壓器/電網,40,20,4971,2006-07-17,2026-04-23,8,7,-0.026358,-0.000652,1.774523,1.362560,-0.411963,-0.255073,1125,1.065803,1.280665,0.609778,5.000000,5.000000,0.300000
banks_rates_insurance,金融/銀行/保險/利率,40,20,4991,2006-07-18,2026-04-23,8,6,-0.010477,-0.032365,0.952798,1.533922,0.581124,0.143125,693,1.061953,1.202088,0.626263,5.000000,5.000000,0.300000
banks_rates_insurance,金融/銀行/保險/利率,20,20,5011,2006-06-20,2026-04-23,8,6,-0.010642,-0.027355,0.944972,1.284960,0.339989,0.109428,391,0.961481,1.279918,0.629156,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,10,10,5073,2006-06-06,2026-05-08,8,6,0.080427,0.056789,0.833536,1.793255,0.959719,-0.118085,364,0.955441,-0.188481,0.467033,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,20,40,5033,2006-06-20,2026-03-24,8,6,0.101432,-0.017042,3.507370,6.470316,2.962945,-0.206856,593,0.947629,-2.387656,0.384486,5.000000,5.000000,0.300000
defense_aerospace,軍工/航太/造船,40,40,5106,2006-07-17,2026-03-25,7,7,0.008579,0.005592,2.715773,2.738514,0.022741,0.679907,777,0.940280,1.063892,0.562420,5.000000,5.000000,0.300000
passive_components,被動元件/MLCC/電阻電容,40,10,4974,2006-07-18,2026-05-08,4,7,0.085250,0.054982,0.903893,1.887569,0.983676,-0.450430,969,0.939678,0.762678,0.554180,5.000000,5.000000,0.300000
copper_industrial_metals,銅/工業金屬/線纜,5,5,5182,2006-05-29,2026-05-15,6,8,0.076819,0.081626,0.358764,0.929879,0.571115,0.102698,268,0.934238,0.799156,0.615672,5.000000,5.000000,0.300000
copper_industrial_metals,銅/工業金屬/線纜,20,10,5162,2006-06-19,2026-05-08,6,8,0.040451,0.036753,0.676452,1.173678,0.497227,0.354597,919,0.930563,0.459699,0.558215,5.000000,5.000000,0.300000
passive_components,被動元件/MLCC/電阻電容,10,5,5009,2006-06-06,2026-05-15,4,7,0.113530,0.086125,0.460398,1.389742,0.929344,-0.087453,396,0.897603,0.390938,0.542929,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,5,10,5078,2006-05-29,2026-05-08,8,6,0.089839,0.084533,0.830750,2.011813,1.181064,-0.078733,169,0.895737,-0.332836,0.467456,5.000000,5.000000,0.300000
pcb_abf_ccl,PCB/ABF/CCL,20,5,5003,2006-06-19,2026-05-15,4,9,0.065379,0.035667,0.505182,1.319964,0.814782,0.683079,824,0.842642,0.587930,0.574029,5.000000,5.000000,0.300000
copper_industrial_metals,銅/工業金屬/線纜,10,10,5172,2006-06-05,2026-05-08,6,8,0.049410,0.044127,0.681291,1.070085,0.388793,0.164177,500,0.836548,0.797602,0.572000,5.000000,5.000000,0.300000
power_grid_transformer,重電/變壓器/電網,10,5,5016,2006-06-05,2026-05-15,8,7,0.058572,0.036284,0.446942,0.764135,0.317193,-0.002412,386,0.835691,0.706124,0.595855,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,10,5,5075,2006-06-05,2026-05-15,6,9,0.067218,0.064517,0.503159,0.805803,0.302644,-0.408989,170,0.831186,0.456638,0.552941,5.000000,5.000000,0.300000
