theme_id,label,lookback_days,horizon_days,obs,first_date,last_date,leader_count,follower_count,pearson_ic,spearman_ic,base_avg_future_pct,top_quintile_avg_future_pct,top_minus_base_pct,avg_lag_gap_pct,event_count,event_avg_after_cost_pct,event_median_after_cost_pct,event_hit_rate,event_threshold_leader_pct,event_threshold_gap_pct,round_trip_cost_pct
memory_hbm,記憶體/HBM/儲存,40,5,5134,2006-07-19,2026-05-15,4,10,0.105043,0.093011,0.566575,1.616065,1.049490,0.277000,624,0.912578,0.567272,0.559295,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,10,10,5073,2006-06-06,2026-05-08,8,6,0.080427,0.056789,0.833536,1.793255,0.959719,-0.118085,222,0.871547,-0.067444,0.481982,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,20,40,5027,2006-06-20,2026-03-24,6,9,-0.027204,-0.081571,4.905323,4.525808,-0.379515,-0.927149,185,0.841856,-0.530393,0.481081,5.000000,5.000000,0.300000
passive_components,被動元件/MLCC/電阻電容,20,10,4994,2006-06-20,2026-05-08,4,7,0.136713,0.098972,0.908943,2.376772,1.467829,-0.147935,371,0.824970,0.314648,0.520216,5.000000,5.000000,0.300000
ai_server_power_thermal,AI伺服器/電源/散熱,5,5,5012,2006-05-29,2026-05-15,6,8,0.079432,0.048625,0.504720,0.947826,0.443106,0.284990,252,0.807092,0.627271,0.599206,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,10,10,5070,2006-06-05,2026-05-08,6,9,0.076374,0.086159,1.080934,1.610011,0.529077,-0.411359,69,0.783899,0.683616,0.565217,5.000000,5.000000,0.300000
pcb_abf_ccl,PCB/ABF/CCL,20,5,5003,2006-06-19,2026-05-15,4,9,0.065379,0.035667,0.505182,1.319964,0.814782,0.683079,526,0.752062,0.637559,0.585551,5.000000,5.000000,0.300000
pcb_abf_ccl,PCB/ABF/CCL,5,5,5018,2006-05-29,2026-05-15,4,9,0.018466,0.021368,0.485851,0.868822,0.382970,0.158567,166,0.729044,0.398020,0.554217,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,20,20,5049,2006-06-20,2026-04-23,6,9,0.008751,0.001560,2.349321,2.372231,0.022911,-0.929588,185,0.719052,-0.721260,0.470270,5.000000,5.000000,0.300000
power_grid_transformer,重電/變壓器/電網,40,10,4981,2006-07-17,2026-05-08,8,7,0.002679,0.006975,0.892959,0.729622,-0.163337,-0.212188,625,0.712139,0.733144,0.588800,5.000000,5.000000,0.300000
power_grid_transformer,重電/變壓器/電網,20,10,5001,2006-06-19,2026-05-08,8,7,0.044108,0.059486,0.894052,1.453376,0.559324,-0.038306,442,0.704792,0.814722,0.570136,5.000000,5.000000,0.300000
copper_industrial_metals,銅/工業金屬/線纜,40,5,5147,2006-07-17,2026-05-15,6,8,0.079866,0.063278,0.365431,0.731604,0.366173,0.676446,836,0.697767,0.631813,0.565789,5.000000,5.000000,0.300000
optical_800g_cpo,光通訊/800G/CPO,5,5,4589,2008-01-08,2026-05-15,8,6,0.019065,0.103359,1.133410,1.434860,0.301450,-0.300554,167,0.672318,0.292278,0.550898,5.000000,5.000000,0.300000
memory_hbm,記憶體/HBM/儲存,5,5,5171,2006-05-29,2026-05-15,4,10,0.097108,0.107582,0.558776,1.379599,0.820823,0.055071,163,0.665518,0.555375,0.552147,5.000000,5.000000,0.300000
pcb_abf_ccl,PCB/ABF/CCL,40,5,4983,2006-07-17,2026-05-15,4,9,0.076166,0.022923,0.501438,1.162300,0.660863,1.421022,794,0.646937,0.538227,0.568010,5.000000,5.000000,0.300000
ai_server_power_thermal,AI伺服器/電源/散熱,10,5,5007,2006-06-06,2026-05-15,6,8,0.090758,0.076695,0.509991,1.089319,0.579328,0.540943,466,0.628389,0.365180,0.540773,5.000000,5.000000,0.300000
banks_rates_insurance,金融/銀行/保險/利率,5,5,5041,2006-05-29,2026-05-15,8,6,-0.002758,-0.006426,0.245243,0.373085,0.127842,0.019422,39,0.611713,0.697173,0.538462,5.000000,5.000000,0.300000
pcb_abf_ccl,PCB/ABF/CCL,10,5,5013,2006-06-05,2026-05-15,4,9,0.042224,0.036172,0.494646,1.016942,0.522296,0.314977,287,0.611210,0.610388,0.567944,5.000000,5.000000,0.300000
copper_industrial_metals,銅/工業金屬/線纜,10,5,5177,2006-06-05,2026-05-15,6,8,0.057108,0.061886,0.366581,0.687878,0.321297,0.163687,387,0.570081,0.651489,0.591731,5.000000,5.000000,0.300000
copper_industrial_metals,銅/工業金屬/線纜,20,5,5167,2006-06-19,2026-05-15,6,8,0.040698,0.038129,0.368335,0.708673,0.340337,0.351058,620,0.569063,0.330199,0.541935,5.000000,5.000000,0.300000
banks_rates_insurance,金融/銀行/保險/利率,5,10,5036,2006-05-29,2026-05-08,8,6,-0.017257,-0.026950,0.471793,0.402761,-0.069033,0.020987,39,0.549204,-0.582301,0.461538,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,20,10,5063,2006-06-20,2026-05-08,8,6,0.065954,0.012880,0.827758,1.696552,0.868794,-0.180494,326,0.549168,-0.067444,0.490798,5.000000,5.000000,0.300000
defense_aerospace,軍工/航太/造船,5,10,5174,2006-05-29,2026-05-08,7,7,0.048271,0.009402,0.671296,0.848163,0.176867,0.080127,38,0.539216,-0.126061,0.473684,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,10,40,5045,2006-06-06,2026-03-24,6,8,-0.032936,-0.029573,1.484542,0.992040,-0.492502,0.276740,180,0.521234,0.520502,0.527778,5.000000,5.000000,0.300000
passive_components,被動元件/MLCC/電阻電容,40,5,4979,2006-07-18,2026-05-15,4,7,0.076111,0.033572,0.461808,0.933395,0.471588,-0.450421,512,0.500195,0.286539,0.539062,5.000000,5.000000,0.300000
ai_server_power_thermal,AI伺服器/電源/散熱,20,5,4997,2006-06-20,2026-05-15,6,8,0.101214,0.070742,0.512029,1.008599,0.496571,1.118378,690,0.470922,0.274289,0.534783,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,10,5,5075,2006-06-05,2026-05-15,6,9,0.067218,0.064517,0.503159,0.805803,0.302644,-0.408989,69,0.469567,-0.174130,0.492754,5.000000,5.000000,0.300000
banks_rates_insurance,金融/銀行/保險/利率,40,10,5001,2006-07-18,2026-05-08,8,6,0.013535,-0.030170,0.475608,0.738796,0.263188,0.147046,419,0.468230,0.392295,0.556086,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,10,20,5066,2006-06-06,2026-04-23,6,8,-0.035659,-0.035198,0.749160,0.683110,-0.066050,0.262827,182,0.449190,-0.772813,0.428571,5.000000,5.000000,0.300000
power_grid_transformer,重電/變壓器/電網,20,5,5006,2006-06-19,2026-05-15,8,7,0.055112,0.035994,0.445765,0.843168,0.397403,-0.033756,442,0.447253,0.293833,0.549774,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,10,5,5078,2006-06-06,2026-05-15,8,6,0.095208,0.084248,0.432768,1.148534,0.715766,-0.120128,222,0.446767,-0.178995,0.481982,5.000000,5.000000,0.300000
ai_server_power_thermal,AI伺服器/電源/散熱,40,5,4977,2006-07-18,2026-05-15,6,8,0.106828,0.075726,0.508220,1.180585,0.672365,2.386456,925,0.434416,0.302750,0.547027,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,20,10,5059,2006-06-20,2026-05-08,6,9,0.043017,0.026937,1.101221,1.321061,0.219840,-0.929290,186,0.429253,0.040357,0.500000,5.000000,5.000000,0.300000
passive_components,被動元件/MLCC/電阻電容,20,5,4999,2006-06-20,2026-05-15,4,7,0.126231,0.080430,0.464643,1.353508,0.888865,-0.145501,372,0.407388,0.123894,0.524194,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,5,10,5078,2006-05-29,2026-05-08,8,6,0.089839,0.084533,0.830750,2.011813,1.181064,-0.078733,113,0.393306,-0.554224,0.451327,5.000000,5.000000,0.300000
banks_rates_insurance,金融/銀行/保險/利率,20,10,5021,2006-06-20,2026-05-08,8,6,-0.016382,-0.024224,0.471959,0.540515,0.068556,0.113274,244,0.351683,0.597862,0.569672,5.000000,5.000000,0.300000
banks_rates_insurance,金融/銀行/保險/利率,10,10,5031,2006-06-06,2026-05-08,8,6,0.012020,-0.032592,0.475295,0.526180,0.050886,0.051172,111,0.345994,-0.358337,0.495495,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,20,5,5068,2006-06-20,2026-05-15,8,6,0.060335,0.025812,0.431160,0.927533,0.496374,-0.180764,326,0.339705,-0.049435,0.493865,5.000000,5.000000,0.300000
power_grid_transformer,重電/變壓器/電網,40,5,4986,2006-07-17,2026-05-15,8,7,0.010718,-0.010964,0.444021,0.374577,-0.069444,-0.192651,628,0.301170,0.244776,0.538217,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,40,40,5005,2006-07-19,2026-03-24,6,9,-0.071399,-0.129900,4.914369,2.020598,-2.893771,-2.069835,416,0.213745,-0.958102,0.466346,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,40,40,5013,2006-07-18,2026-03-24,8,6,0.156716,0.039716,3.515837,6.836354,3.320517,-0.695136,446,0.198981,-2.171546,0.387892,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,40,40,5015,2006-07-18,2026-03-24,6,8,-0.021246,-0.042273,1.440341,1.011688,-0.428653,0.947144,472,0.173548,0.097857,0.508475,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,20,20,5053,2006-06-20,2026-04-23,8,6,0.081843,-0.008344,1.659150,2.916413,1.257262,-0.186456,325,0.165761,-0.596191,0.458462,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,40,10,5037,2006-07-19,2026-05-08,6,9,-0.004978,-0.042185,1.111140,0.816269,-0.294871,-2.059122,416,0.154810,0.246539,0.521635,5.000000,5.000000,0.300000
banks_rates_insurance,金融/銀行/保險/利率,20,5,5026,2006-06-20,2026-05-15,8,6,-0.010250,-0.014078,0.247936,0.343496,0.095559,0.108172,244,0.148578,0.248786,0.557377,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,40,20,5027,2006-07-19,2026-04-23,6,9,-0.038444,-0.102367,2.363532,0.919828,-1.443705,-2.064221,416,0.139051,-0.324984,0.471154,5.000000,5.000000,0.300000
defense_aerospace,軍工/航太/造船,40,10,5138,2006-07-17,2026-05-08,7,7,0.042252,0.004531,0.660897,0.566957,-0.093940,0.693865,416,0.127815,0.174634,0.524038,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,5,5,5083,2006-05-29,2026-05-15,8,6,0.101552,0.099610,0.430027,1.337049,0.907022,-0.079400,113,0.123065,-0.125171,0.486726,5.000000,5.000000,0.300000
defense_aerospace,軍工/航太/造船,20,5,5163,2006-06-19,2026-05-15,7,7,0.048286,0.014805,0.335688,0.471398,0.135710,0.336306,270,0.072212,0.122422,0.514815,5.000000,5.000000,0.300000
banks_rates_insurance,金融/銀行/保險/利率,40,5,5006,2006-07-18,2026-05-15,8,6,0.016747,-0.002560,0.248753,0.433247,0.184494,0.146064,419,0.043754,-0.102507,0.472554,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,20,5,5064,2006-06-20,2026-05-15,6,9,0.045277,0.016691,0.516226,0.677158,0.160931,-0.925357,186,0.025127,-0.241303,0.467742,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,40,5,5042,2006-07-19,2026-05-15,6,9,0.004471,-0.021503,0.521316,0.390343,-0.130973,-2.056815,416,-0.015180,-0.072051,0.485577,5.000000,5.000000,0.300000
defense_aerospace,軍工/航太/造船,10,5,5173,2006-06-05,2026-05-15,7,7,0.052406,0.009453,0.339830,0.587624,0.247794,0.154445,106,-0.125310,-0.159298,0.471698,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,10,5,5081,2006-06-06,2026-05-15,6,8,0.015918,0.013064,0.207706,0.264070,0.056364,0.264992,183,-0.141579,-0.557618,0.437158,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,10,10,5076,2006-06-06,2026-05-08,6,8,-0.029470,-0.021810,0.392110,0.319192,-0.072918,0.264351,183,-0.227745,-0.750569,0.404372,5.000000,5.000000,0.300000
healthcare_glp1_cdmo,醫藥/GLP-1/CDMO,5,5,5082,2006-05-29,2026-05-15,6,9,0.048645,0.058789,0.495256,0.866700,0.371444,-0.187995,18,-0.235834,0.648217,0.611111,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,40,5,5051,2006-07-18,2026-05-15,6,8,-0.000568,-0.001651,0.203315,0.360509,0.157194,0.969741,479,-0.264001,-0.286358,0.453027,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,40,10,5046,2006-07-18,2026-05-08,6,8,-0.018428,-0.021785,0.378623,0.436531,0.057907,0.972626,479,-0.309469,-0.309919,0.446764,5.000000,5.000000,0.300000
defense_aerospace,軍工/航太/造船,5,5,5179,2006-05-29,2026-05-15,7,7,0.031099,0.008734,0.339859,0.441457,0.101597,0.080769,38,-0.318206,0.160158,0.500000,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,5,40,5050,2006-05-29,2026-03-24,6,8,-0.010978,0.003894,1.487488,1.510273,0.022785,0.139972,93,-0.342807,1.108149,0.516129,5.000000,5.000000,0.300000
defense_aerospace,軍工/航太/造船,40,5,5143,2006-07-17,2026-05-15,7,7,0.034897,0.009142,0.333117,0.277461,-0.055656,0.689165,416,-0.351205,-0.164257,0.480769,5.000000,5.000000,0.300000
banks_rates_insurance,金融/銀行/保險/利率,10,5,5036,2006-06-06,2026-05-15,8,6,-0.007276,-0.017053,0.248554,0.311193,0.062639,0.046819,111,-0.366591,-0.297830,0.423423,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,40,5,5048,2006-07-18,2026-05-15,8,6,0.057249,0.008059,0.432543,0.720599,0.288056,-0.659967,449,-0.380665,-0.489530,0.445434,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,40,20,5033,2006-07-18,2026-04-23,8,6,0.098971,-0.003877,1.665880,2.718136,1.052256,-0.679900,447,-0.393971,-1.304634,0.422819,5.000000,5.000000,0.300000
shipping_freight,航運/貨櫃/散裝/油輪,40,10,5043,2006-07-18,2026-05-08,8,6,0.064199,-0.014439,0.832938,1.373836,0.540898,-0.666949,448,-0.394728,-0.897121,0.437500,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,20,20,5056,2006-06-20,2026-04-23,6,8,-0.037342,-0.052714,0.736343,0.541819,-0.194524,0.514514,304,-0.407303,-0.563992,0.460526,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,40,20,5036,2006-07-18,2026-04-23,6,8,-0.049599,-0.061039,0.721839,0.322276,-0.399562,0.967941,477,-0.451373,-0.711072,0.436059,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,20,40,5035,2006-06-20,2026-03-24,6,8,-0.059936,-0.071585,1.465768,0.369096,-1.096672,0.504106,299,-0.481872,-0.495686,0.468227,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,20,5,5071,2006-06-20,2026-05-15,6,8,-0.026764,-0.032252,0.208127,0.121768,-0.086358,0.500653,304,-0.504372,-0.523260,0.407895,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,20,10,5066,2006-06-20,2026-05-08,6,8,-0.037025,-0.042084,0.387607,0.203102,-0.184506,0.498020,304,-0.597309,-0.457318,0.421053,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,5,10,5081,2006-05-29,2026-05-08,6,8,0.021981,0.023137,0.386584,0.556040,0.169457,0.129995,93,-0.630337,-0.988142,0.376344,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,5,5,5086,2006-05-29,2026-05-15,6,8,0.046740,0.036358,0.204499,0.342619,0.138120,0.131700,93,-0.736499,-1.106116,0.365591,5.000000,5.000000,0.300000
energy_oil_lng,能源/油氣/LNG,5,20,5071,2006-05-29,2026-04-23,6,8,-0.016001,-0.011473,0.748187,0.825336,0.077149,0.129984,93,-0.874602,-1.913603,0.344086,5.000000,5.000000,0.300000
